PERMIT_TYPE	WDID	APP_ID	REPORTING_YEAR	REPORT_ID	EVENT_TYPE	MONITORING_LOCATION_NAME	MONITORING_LOCATION_TYPE	MONITOR_LOCATION_DESCRIPTION	MONITORING_LATITUDE	MONITORING_LONGITUDE	SAMPLE_ID	SAMPLE_DATE	SAMPLE_TIME	DISCHARGE_START_DATE	DISCHARGE_START_TIME	PARAMETER	RESULT_QUALIFIER	RESULT	UNITS	ANALYTICAL_METHOD	MDL	RL	DISCHARGE_END_DATE	DISCHARGE_END_TIME	CERTIFIER_NAME	CERTIFIED_DATE
Industrial	2 01I000548	180616	2023	1285124	Qualifying Storm Event	Storm Drain #1	Effluent Monitoring		37.65728	-122.09339	2768560	04/04/2024	09:00	04/04/2024		Oil and Grease	=	1.4	mg/L	E1664B	.66	1			Pedro Gonzalez	15-MAY-24 08.38.11.284000 AM
Industrial	2 01I000548	180616	2023	1285124	Qualifying Storm Event	Storm Drain #1	Effluent Monitoring		37.65728	-122.09339	2768560	04/04/2024	09:00	04/04/2024		Methylene Blue Active Substances (MBAS)	=	.29	mg/L	A5540C	.067	.1			Pedro Gonzalez	15-MAY-24 08.38.11.284000 AM
Industrial	2 01I000548	180616	2023	1285124	Qualifying Storm Event	Storm Drain #1	Effluent Monitoring		37.65728	-122.09339	2768560	04/04/2024	09:00	04/04/2024		pH	=	7	SU	pH_Paper	1	1			Pedro Gonzalez	15-MAY-24 08.38.11.284000 AM
Industrial	2 01I000548	180616	2024	1316242	Qualifying Storm Event	Storm Drain #1	Effluent Monitoring		37.65728	-122.09339	2792837	11/22/2024	11:15	11/22/2024		Total Suspended Solids (TSS)	=	85	mg/L	A2540D	31	31			Pedro Gonzalez	18-DEC-24 10.04.13.575000 AM
Industrial	2 01I000548	180616	2024	1316242	Qualifying Storm Event	Storm Drain #1	Effluent Monitoring		37.65728	-122.09339	2792837	11/22/2024	11:15	11/22/2024		Methylene Blue Active Substances (MBAS)	=	.91	mg/L	A5540C	.067	.1			Pedro Gonzalez	18-DEC-24 10.04.13.575000 AM
Industrial	2 01I000548	180616	2024	1316242	Qualifying Storm Event	Storm Drain #1	Effluent Monitoring		37.65728	-122.09339	2792837	11/22/2024	11:15	11/22/2024		Oil and Grease	=	1.9	mg/L	E1664B	.66	1			Pedro Gonzalez	18-DEC-24 10.04.13.575000 AM
Industrial	2 01I000548	180616	2024	1316242	Qualifying Storm Event	Storm Drain #1	Effluent Monitoring		37.65728	-122.09339	2792837	11/22/2024	11:15	11/22/2024		pH	=	7	SU	pH_Paper	7	7			Pedro Gonzalez	18-DEC-24 10.04.13.575000 AM
Industrial	2 01I000828	180630	2015	860347	Qualifying Storm Event	DP-3	Effluent Monitoring		37.872822	-122.303871	2153056	12/11/2015	10:44	12/11/2015	02:00	pH	=	7.6	SU	pH_Field	.1				Seth Watkins	19-JAN-16 03.59.46.486000 PM
Industrial	2 01I000828	180630	2015	860347	Qualifying Storm Event	DP-2	Effluent Monitoring		37.87168	-122.30277	2153055	12/11/2015	10:32	12/11/2015	4::00	Total Suspended Solids (TSS)	=	94	mg/L	A2540D	4	5			Seth Watkins	19-JAN-16 03.59.46.486000 PM
Industrial	2 01I000828	180630	2015	860347	Qualifying Storm Event	DP-3	Effluent Monitoring		37.872822	-122.303871	2153056	12/11/2015	10:44	12/11/2015	02:00	Total Suspended Solids (TSS)	=	46	mg/L	A2540D	4	5			Seth Watkins	19-JAN-16 03.59.46.486000 PM
Industrial	2 01I000828	180630	2015	860347	Qualifying Storm Event	DP-2	Effluent Monitoring		37.87168	-122.30277	2153055	12/11/2015	10:32	12/11/2015	4::00	pH	=	7.8	SU	pH_Field	.1				Seth Watkins	19-JAN-16 03.59.46.486000 PM
Industrial	2 01I000828	180630	2015	860347	Qualifying Storm Event	DP-2	Effluent Monitoring		37.87168	-122.30277	2153055	12/11/2015	10:32	12/11/2015	4::00	Oil and Grease	=	1.7	mg/L	E1664A	1.7	5			Seth Watkins	19-JAN-16 03.59.46.486000 PM
Industrial	2 01I000828	180630	2015	860347	Qualifying Storm Event	DP-1	Effluent Monitoring		37.87161	-122.3031	2153053	12/11/2015	10:30	12/11/2015	05:00	Total Suspended Solids (TSS)	=	80	mg/L	A2540D	4	5			Seth Watkins	19-JAN-16 03.59.46.486000 PM
Industrial	2 01I000828	180630	2015	860347	Qualifying Storm Event	DP-1	Effluent Monitoring		37.87161	-122.3031	2153053	12/11/2015	10:30	12/11/2015	05:00	pH	=	7.4	SU	pH_Field	.1				Seth Watkins	19-JAN-16 03.59.46.486000 PM
Industrial	2 01I000828	180630	2015	861443	Qualifying Storm Event	DP-3	Effluent Monitoring		37.872822	-122.303871	2157396	01/05/2016	10:45	01/05/2016	4::00	Total Suspended Solids (TSS)	=	84	mg/L	A2540D	8	10			Seth Watkins	26-JAN-16 11.04.17.420000 AM
Industrial	2 01I000828	180630	2015	861443	Qualifying Storm Event	DP-2	Effluent Monitoring		37.87168	-122.30277	2157395	01/05/2016	10:10	01/05/2016	3::00	Oil and Grease	ND		mg/L	E1664A	1.7	5.1			Seth Watkins	26-JAN-16 11.04.17.420000 AM
Industrial	2 01I000828	180630	2015	861443	Qualifying Storm Event	DP-2	Effluent Monitoring		37.87168	-122.30277	2157395	01/05/2016	10:10	01/05/2016	3::00	Total Suspended Solids (TSS)	=	420	mg/L	A2540D	8	10			Seth Watkins	26-JAN-16 11.04.17.420000 AM
Industrial	2 01I000828	180630	2015	861443	Qualifying Storm Event	DP-2	Effluent Monitoring		37.87168	-122.30277	2157395	01/05/2016	10:10	01/05/2016	3::00	pH	=	8	SU	pH_Field	.1				Seth Watkins	26-JAN-16 11.04.17.420000 AM
Industrial	2 01I000828	180630	2015	861443	Qualifying Storm Event	DP-1	Effluent Monitoring		37.87161	-122.3031	2157394	01/05/2016	10:20	01/05/2016	5::00	Total Suspended Solids (TSS)	=	45	mg/L	A2540D	4	5			Seth Watkins	26-JAN-16 11.04.17.420000 AM
Industrial	2 01I000828	180630	2015	861443	Qualifying Storm Event	DP-3	Effluent Monitoring		37.872822	-122.303871	2157396	01/05/2016	10:45	01/05/2016	4::00	pH	=	8.1	SU	pH_Field	.1				Seth Watkins	26-JAN-16 11.04.17.420000 AM
Industrial	2 01I000828	180630	2015	861443	Qualifying Storm Event	DP-1	Effluent Monitoring		37.87161	-122.3031	2157394	01/05/2016	10:20	01/05/2016	5::00	Oil and Grease	ND		mg/L	E1664A	1.7	5.1			Seth Watkins	26-JAN-16 11.04.17.420000 AM
Industrial	2 01I000828	180630	2015	861443	Qualifying Storm Event	DP-1	Effluent Monitoring		37.87161	-122.3031	2157394	01/05/2016	10:20	01/05/2016	5::00	pH	=	7.8	SU	pH_Field	.1				Seth Watkins	26-JAN-16 11.04.17.420000 AM
Industrial	2 01I000828	180630	2015	861443	Qualifying Storm Event	DP-3	Effluent Monitoring		37.872822	-122.303871	2157396	01/05/2016	10:45	01/05/2016	4::00	Oil and Grease	=	2.37	mg/L	E1664A	1.7	5.15			Seth Watkins	26-JAN-16 11.04.17.420000 AM
Industrial	2 01I000828	180630	2015	866823	Qualifying Storm Event	DP-2	Effluent Monitoring		37.87168	-122.30277	2171892	03/04/2016	13:04	03/04/2016	12:02	Oil and Grease	=	2.76	mg/L	E1664A	1.7	4.76			Seth Watkins	28-MAR-16 05.15.14.409000 PM
Industrial	2 01I000828	180630	2015	866823	Qualifying Storm Event	DP-2	Effluent Monitoring		37.87168	-122.30277	2171892	03/04/2016	13:04	03/04/2016	12:02	Total Suspended Solids (TSS)	=	180	mg/L	A2540D	4	5			Seth Watkins	28-MAR-16 05.15.14.409000 PM
Industrial	2 01I000828	180630	2015	866823	Qualifying Storm Event	DP-2	Effluent Monitoring		37.87168	-122.30277	2171892	03/04/2016	13:04	03/04/2016	12:02	pH	=	7.8	SU	pH_Field	.1				Seth Watkins	28-MAR-16 05.15.14.409000 PM
Industrial	2 01I000828	180630	2015	867954	Qualifying Storm Event	DP-1	Effluent Monitoring		37.87161	-122.3031	2175106	03/10/2016	16:35	03/10/2016	15:30	pH	=	9	SU	pH_Field	.1				Seth Watkins	04-APR-16 06.17.34.741000 PM
Industrial	2 01I000828	180630	2015	867954	Qualifying Storm Event	DP-1	Effluent Monitoring		37.87161	-122.3031	2175106	03/10/2016	16:35	03/10/2016	15:30	Oil and Grease	=	9.7	mg/L	E1664A	1.7	4.95			Seth Watkins	04-APR-16 06.17.34.741000 PM
Industrial	2 01I000828	180630	2015	867954	Qualifying Storm Event	DP-3	Effluent Monitoring		37.872822	-122.303871	2175110	03/10/2016	16:40	03/10/2016	15:45	Oil and Grease	=	2.02	mg/L	E1664A	1.7	4.81			Seth Watkins	04-APR-16 06.17.34.741000 PM
Industrial	2 01I000828	180630	2015	867954	Qualifying Storm Event	DP-3	Effluent Monitoring		37.872822	-122.303871	2175110	03/10/2016	16:40	03/10/2016	15:45	Total Suspended Solids (TSS)	=	59	mg/L	A2540D	4	5			Seth Watkins	04-APR-16 06.17.34.741000 PM
Industrial	2 01I000828	180630	2015	867954	Qualifying Storm Event	DP-3	Effluent Monitoring		37.872822	-122.303871	2175110	03/10/2016	16:40	03/10/2016	15:45	pH	=	7.5	SU	pH_Field	.1				Seth Watkins	04-APR-16 06.17.34.741000 PM
Industrial	2 01I000828	180630	2015	867954	Qualifying Storm Event	DP-1	Effluent Monitoring		37.87161	-122.3031	2175106	03/10/2016	16:35	03/10/2016	15:30	Total Suspended Solids (TSS)	=	180	mg/L	A2540D	4	5			Seth Watkins	04-APR-16 06.17.34.741000 PM
Industrial	2 01I000828	180630	2016	921426	Qualifying Storm Event	DP-3	Effluent Monitoring		37.872822	-122.303871	2255042	01/18/2017	15:15	01/18/2017	14:00	Total Suspended Solids (TSS)	=	200	mg/L	A2540D	4	5			Seth Watkins	17-MAR-17 09.49.53.097000 AM
Industrial	2 01I000828	180630	2016	921426	Qualifying Storm Event	DP-3	Effluent Monitoring		37.872822	-122.303871	2255042	01/18/2017	15:15	01/18/2017	14:00	pH	=	7	SU	pH_Field	.1				Seth Watkins	17-MAR-17 09.49.53.097000 AM
Industrial	2 01I000828	180630	2016	921426	Qualifying Storm Event	DP-3	Effluent Monitoring		37.872822	-122.303871	2255042	01/18/2017	15:15	01/18/2017	14:00	Oil and Grease	ND		mg/L	E1664A	1.85				Seth Watkins	17-MAR-17 09.49.53.097000 AM
Industrial	2 01I000828	180630	2016	921426	Qualifying Storm Event	DP-3	Effluent Monitoring		37.872822	-122.303871	2255042	01/18/2017	15:15	01/18/2017	14:00	Zinc, Total	=	.169	mg/L	E200.8	.00016	.01			Seth Watkins	17-MAR-17 09.49.53.097000 AM
Industrial	2 01I000828	180630	2016	921426	Qualifying Storm Event	DP-3	Effluent Monitoring		37.872822	-122.303871	2255042	01/18/2017	15:15	01/18/2017	14:00	Copper, Total	=	.0172	mg/L	E200.8	.00011	.003			Seth Watkins	17-MAR-17 09.49.53.097000 AM
Industrial	2 01I000828	180630	2016	921426	Qualifying Storm Event	DP-3	Effluent Monitoring		37.872822	-122.303871	2255042	01/18/2017	15:15	01/18/2017	14:00	Selenium, Total	DNQ	.00156	mg/L	E200.8	.00031	.002			Seth Watkins	17-MAR-17 09.49.53.097000 AM
Industrial	2 01I000828	180630	2016	921426	Qualifying Storm Event	DP-3	Effluent Monitoring		37.872822	-122.303871	2255042	01/18/2017	15:15	01/18/2017	14:00	Mercury, Total	=	.24	ug/L	E245.1	.2	.04			Seth Watkins	17-MAR-17 09.49.53.097000 AM
Industrial	2 01I000828	180630	2016	925879	Qualifying Storm Event	DP-3	Effluent Monitoring		37.872822	-122.303871	2258443	02/07/2017	14:00	02/07/2017	05:00	Oil and Grease	ND		mg/L	E1664A	1.81	5.32			Seth Watkins	17-MAR-17 09.51.43.249000 AM
Industrial	2 01I000828	180630	2016	925879	Qualifying Storm Event	DP-3	Effluent Monitoring		37.872822	-122.303871	2258443	02/07/2017	14:00	02/07/2017	05:00	pH	=	6.6	SU	pH_Field	1				Seth Watkins	17-MAR-17 09.51.43.249000 AM
Industrial	2 01I000828	180630	2016	925879	Qualifying Storm Event	DP-3	Effluent Monitoring		37.872822	-122.303871	2258443	02/07/2017	14:00	02/07/2017	05:00	Copper, Total	=	.00985	mg/L	E200.8	.00011	.003			Seth Watkins	17-MAR-17 09.51.43.249000 AM
Industrial	2 01I000828	180630	2016	925879	Qualifying Storm Event	DP-3	Effluent Monitoring		37.872822	-122.303871	2258443	02/07/2017	14:00	02/07/2017	05:00	Mercury, Total	DNQ	.096	ug/L	E245.1	.04	.2			Seth Watkins	17-MAR-17 09.51.43.249000 AM
Industrial	2 01I000828	180630	2016	925879	Qualifying Storm Event	DP-3	Effluent Monitoring		37.872822	-122.303871	2258443	02/07/2017	14:00	02/07/2017	05:00	Selenium, Total	DNQ	.00187	mg/L	E200.8	.00031	.002			Seth Watkins	17-MAR-17 09.51.43.249000 AM
Industrial	2 01I000828	180630	2016	925879	Qualifying Storm Event	DP-3	Effluent Monitoring		37.872822	-122.303871	2258443	02/07/2017	14:00	02/07/2017	05:00	Zinc, Total	=	.0499	mg/L	E200.8	.00016	.01			Seth Watkins	17-MAR-17 09.51.43.249000 AM
Industrial	2 01I000828	180630	2016	925879	Qualifying Storm Event	DP-3	Effluent Monitoring		37.872822	-122.303871	2258443	02/07/2017	14:00	02/07/2017	05:00	Total Suspended Solids (TSS)	=	41	mg/L	A2540D	4	5			Seth Watkins	17-MAR-17 09.51.43.249000 AM
Industrial	2 01I000828	180630	2016	925891	Qualifying Storm Event	DP-1	Effluent Monitoring		37.87161	-122.3031	2258470	02/17/2017	09:50	02/17/2017	07:00	Copper, Total	=	.0157	mg/L	E200.8	.00011	.003			Seth Watkins	17-MAR-17 09.52.31.336000 AM
Industrial	2 01I000828	180630	2016	925891	Qualifying Storm Event	DP-1	Effluent Monitoring		37.87161	-122.3031	2258470	02/17/2017	09:50	02/17/2017	07:00	Mercury, Total	=	.23	ug/L	E245.1	.04	.2			Seth Watkins	17-MAR-17 09.52.31.336000 AM
Industrial	2 01I000828	180630	2016	925891	Qualifying Storm Event	DP-1	Effluent Monitoring		37.87161	-122.3031	2258470	02/17/2017	09:50	02/17/2017	07:00	Oil and Grease	ND		mg/L	E1664A	1.91	5.62			Seth Watkins	17-MAR-17 09.52.31.336000 AM
Industrial	2 01I000828	180630	2016	925891	Qualifying Storm Event	DP-1	Effluent Monitoring		37.87161	-122.3031	2258470	02/17/2017	09:50	02/17/2017	07:00	pH	=	6.5	SU	pH_Field	1				Seth Watkins	17-MAR-17 09.52.31.336000 AM
Industrial	2 01I000828	180630	2016	925891	Qualifying Storm Event	DP-1	Effluent Monitoring		37.87161	-122.3031	2258470	02/17/2017	09:50	02/17/2017	07:00	Total Suspended Solids (TSS)	=	86	mg/L	A2540D	4	5			Seth Watkins	17-MAR-17 09.52.31.336000 AM
Industrial	2 01I000828	180630	2016	925891	Qualifying Storm Event	DP-3	Effluent Monitoring		37.872822	-122.303871	2258489	02/17/2017	09:55	02/17/2017	06:30	Oil and Grease	ND		mg/L	E1664A	1.7	5			Seth Watkins	17-MAR-17 09.52.31.336000 AM
Industrial	2 01I000828	180630	2016	925891	Qualifying Storm Event	DP-1	Effluent Monitoring		37.87161	-122.3031	2258470	02/17/2017	09:50	02/17/2017	07:00	Selenium, Total	ND		mg/L	E200.8	.00031	.002			Seth Watkins	17-MAR-17 09.52.31.336000 AM
Industrial	2 01I000828	180630	2016	925891	Qualifying Storm Event	DP-3	Effluent Monitoring		37.872822	-122.303871	2258489	02/17/2017	09:55	02/17/2017	06:30	Copper, Total	=	.00978	mg/L	E200.8	.00011	.003			Seth Watkins	17-MAR-17 09.52.31.336000 AM
Industrial	2 01I000828	180630	2016	925891	Qualifying Storm Event	DP-3	Effluent Monitoring		37.872822	-122.303871	2258489	02/17/2017	09:55	02/17/2017	06:30	Zinc, Total	=	.123	mg/L	E200.8	.00016	.01			Seth Watkins	17-MAR-17 09.52.31.336000 AM
Industrial	2 01I000828	180630	2016	925891	Qualifying Storm Event	DP-3	Effluent Monitoring		37.872822	-122.303871	2258489	02/17/2017	09:55	02/17/2017	06:30	Selenium, Total	=	.00785	mg/L	E200.8	.00031	.002			Seth Watkins	17-MAR-17 09.52.31.336000 AM
Industrial	2 01I000828	180630	2016	925891	Qualifying Storm Event	DP-3	Effluent Monitoring		37.872822	-122.303871	2258489	02/17/2017	09:55	02/17/2017	06:30	pH	=	6.4	SU	pH_Field	1				Seth Watkins	17-MAR-17 09.52.31.336000 AM
Industrial	2 01I000828	180630	2016	925891	Qualifying Storm Event	DP-3	Effluent Monitoring		37.872822	-122.303871	2258489	02/17/2017	09:55	02/17/2017	06:30	Total Suspended Solids (TSS)	=	16	mg/L	A2540D	4	5			Seth Watkins	17-MAR-17 09.52.31.336000 AM
Industrial	2 01I000828	180630	2016	925891	Qualifying Storm Event	DP-1	Effluent Monitoring		37.87161	-122.3031	2258470	02/17/2017	09:50	02/17/2017	07:00	Zinc, Total	=	.13	mg/L	E200.8	.00016	.01			Seth Watkins	17-MAR-17 09.52.31.336000 AM
Industrial	2 01I000828	180630	2016	925891	Qualifying Storm Event	DP-3	Effluent Monitoring		37.872822	-122.303871	2258489	02/17/2017	09:55	02/17/2017	06:30	Mercury, Total	DNQ	.14	ug/L	E245.1	.04	.2			Seth Watkins	17-MAR-17 09.52.31.336000 AM
Industrial	2 01I000828	180630	2016	930136	Qualifying Storm Event	DP-2	Effluent Monitoring		37.87168	-122.30277	2271053	03/21/2017	10:55	03/21/2017	09:00	Oil and Grease	DNQ	2	mg/L	E1664A	1.79	5.26			Seth Watkins	04-APR-17 11.44.23.161000 AM
Industrial	2 01I000828	180630	2016	930136	Qualifying Storm Event	DP-2	Effluent Monitoring		37.87168	-122.30277	2271053	03/21/2017	10:55	03/21/2017	09:00	pH	=	7.2	SU	pH_Field	1				Seth Watkins	04-APR-17 11.44.23.161000 AM
Industrial	2 01I000828	180630	2016	930136	Qualifying Storm Event	DP-2	Effluent Monitoring		37.87168	-122.30277	2271053	03/21/2017	10:55	03/21/2017	09:00	Total Suspended Solids (TSS)	=	25	mg/L	A2540D	4	5			Seth Watkins	04-APR-17 11.44.23.161000 AM
Industrial	2 01I000828	180630	2016	930136	Qualifying Storm Event	DP-1	Effluent Monitoring		37.87161	-122.3031	2271048	03/21/2017	11:25	03/21/2017	02:00	Mercury, Total	DNQ	.11	ug/L	E245.1	.04	.2			Seth Watkins	04-APR-17 11.44.23.161000 AM
Industrial	2 01I000828	180630	2016	930136	Qualifying Storm Event	DP-1	Effluent Monitoring		37.87161	-122.3031	2271048	03/21/2017	11:25	03/21/2017	02:00	Copper, Total	=	.0113	mg/L	E200.8	.00011	.003			Seth Watkins	04-APR-17 11.44.23.161000 AM
Industrial	2 01I000828	180630	2016	930136	Qualifying Storm Event	DP-1	Effluent Monitoring		37.87161	-122.3031	2271048	03/21/2017	11:25	03/21/2017	02:00	Zinc, Total	=	.0639	mg/L	E200.8	.00016	.01			Seth Watkins	04-APR-17 11.44.23.161000 AM
Industrial	2 01I000828	180630	2016	930136	Qualifying Storm Event	DP-1	Effluent Monitoring		37.87161	-122.3031	2271048	03/21/2017	11:25	03/21/2017	02:00	Selenium, Total	=	.0175	mg/L	E200.8	.00031	.002			Seth Watkins	04-APR-17 11.44.23.161000 AM
Industrial	2 01I000828	180630	2016	930136	Qualifying Storm Event	DP-1	Effluent Monitoring		37.87161	-122.3031	2271048	03/21/2017	11:25	03/21/2017	02:00	pH	=	7.4	SU	pH_Field	1				Seth Watkins	04-APR-17 11.44.23.161000 AM
Industrial	2 01I000828	180630	2016	930136	Qualifying Storm Event	DP-1	Effluent Monitoring		37.87161	-122.3031	2271048	03/21/2017	11:25	03/21/2017	02:00	Total Suspended Solids (TSS)	=	97	mg/L	A2540D	4	5			Seth Watkins	04-APR-17 11.44.23.161000 AM
Industrial	2 01I000828	180630	2016	930136	Qualifying Storm Event	DP-3	Effluent Monitoring		37.872822	-122.303871	2271056	03/21/2017	10:43	03/21/2017	04:00	Oil and Grease	ND		mg/L	E1664A	1.89	5.26			Seth Watkins	04-APR-17 11.44.23.161000 AM
Industrial	2 01I000828	180630	2016	930136	Qualifying Storm Event	DP-3	Effluent Monitoring		37.872822	-122.303871	2271056	03/21/2017	10:43	03/21/2017	04:00	Mercury, Total	DNQ	.082	ug/L	E245.1	.04	.2			Seth Watkins	04-APR-17 11.44.23.161000 AM
Industrial	2 01I000828	180630	2016	930136	Qualifying Storm Event	DP-3	Effluent Monitoring		37.872822	-122.303871	2271056	03/21/2017	10:43	03/21/2017	04:00	Copper, Total	=	.0111	mg/L	E200.8	.00011	.003			Seth Watkins	04-APR-17 11.44.23.161000 AM
Industrial	2 01I000828	180630	2016	930136	Qualifying Storm Event	DP-3	Effluent Monitoring		37.872822	-122.303871	2271056	03/21/2017	10:43	03/21/2017	04:00	Zinc, Total	=	.0811	mg/L	E200.8	.00016	.01			Seth Watkins	04-APR-17 11.44.23.161000 AM
Industrial	2 01I000828	180630	2016	930136	Qualifying Storm Event	DP-3	Effluent Monitoring		37.872822	-122.303871	2271056	03/21/2017	10:43	03/21/2017	04:00	Selenium, Total	=	.00735	mg/L	E200.8	.00031	.002			Seth Watkins	04-APR-17 11.44.23.161000 AM
Industrial	2 01I000828	180630	2016	930136	Qualifying Storm Event	DP-3	Effluent Monitoring		37.872822	-122.303871	2271056	03/21/2017	10:43	03/21/2017	04:00	pH	=	6.4	SU	pH_Field	1				Seth Watkins	04-APR-17 11.44.23.161000 AM
Industrial	2 01I000828	180630	2016	930136	Qualifying Storm Event	DP-3	Effluent Monitoring		37.872822	-122.303871	2271056	03/21/2017	10:43	03/21/2017	04:00	Total Suspended Solids (TSS)	=	70	mg/L	A2540D	4	5			Seth Watkins	04-APR-17 11.44.23.161000 AM
Industrial	2 01I000828	180630	2016	930136	Qualifying Storm Event	DP-1	Effluent Monitoring		37.87161	-122.3031	2271048	03/21/2017	11:25	03/21/2017	02:00	Oil and Grease	ND		mg/L	E1664A	1.73	5.1			Seth Watkins	04-APR-17 11.44.23.161000 AM
Industrial	2 01I000828	180630	2016	930136	Qualifying Storm Event	DP-2	Effluent Monitoring		37.87168	-122.30277	2271053	03/21/2017	10:55	03/21/2017	09:00	Mercury, Total	ND		ug/L	E245.1	.04	.2			Seth Watkins	04-APR-17 11.44.23.161000 AM
Industrial	2 01I000828	180630	2016	930136	Qualifying Storm Event	DP-2	Effluent Monitoring		37.87168	-122.30277	2271053	03/21/2017	10:55	03/21/2017	09:00	Copper, Total	=	.00743	mg/L	E200.8	.00011	.003			Seth Watkins	04-APR-17 11.44.23.161000 AM
Industrial	2 01I000828	180630	2016	930136	Qualifying Storm Event	DP-2	Effluent Monitoring		37.87168	-122.30277	2271053	03/21/2017	10:55	03/21/2017	09:00	Zinc, Total	=	.172	mg/L	E200.8	.00016	.01			Seth Watkins	04-APR-17 11.44.23.161000 AM
Industrial	2 01I000828	180630	2016	930136	Qualifying Storm Event	DP-2	Effluent Monitoring		37.87168	-122.30277	2271053	03/21/2017	10:55	03/21/2017	09:00	Selenium, Total	=	.0174	mg/L	E200.8	.00031	.002			Seth Watkins	04-APR-17 11.44.23.161000 AM
Industrial	2 01I000828	180630	2017	995924	Qualifying Storm Event	DP-2	Effluent Monitoring		37.87168	-122.30277	2354007	03/14/2018	11:45	03/14/2018	11:00	Mercury, Total	ND		ug/L	E245.1	.04	.2			Seth Watkins	13-APR-18 04.48.25.357000 PM
Industrial	2 01I000828	180630	2017	995924	Qualifying Storm Event	DP-1	Effluent Monitoring		37.87161	-122.3031	2354004	03/14/2018	09:50	03/14/2018	06:30	Total Suspended Solids (TSS)	=	58	mg/L	A2540D	4	5			Seth Watkins	13-APR-18 04.48.25.357000 PM
Industrial	2 01I000828	180630	2017	995924	Qualifying Storm Event	DP-2	Effluent Monitoring		37.87168	-122.30277	2354007	03/14/2018	11:45	03/14/2018	11:00	Zinc, Total	=	.25	mg/L	E200.8	.0038	.011			Seth Watkins	13-APR-18 04.48.25.357000 PM
Industrial	2 01I000828	180630	2017	995924	Qualifying Storm Event	DP-2	Effluent Monitoring		37.87168	-122.30277	2354007	03/14/2018	11:45	03/14/2018	11:00	Selenium, Total	ND		mg/L	E200.8	.000058	.001			Seth Watkins	13-APR-18 04.48.25.357000 PM
Industrial	2 01I000828	180630	2017	995924	Qualifying Storm Event	DP-2	Effluent Monitoring		37.87168	-122.30277	2354007	03/14/2018	11:45	03/14/2018	11:00	Oil and Grease	ND		mg/L	E1664A	1.85	5.43			Seth Watkins	13-APR-18 04.48.25.357000 PM
Industrial	2 01I000828	180630	2017	995924	Qualifying Storm Event	DP-2	Effluent Monitoring		37.87168	-122.30277	2354007	03/14/2018	11:45	03/14/2018	11:00	pH	=	7.5	SU	pH_Field	.1	.1			Seth Watkins	13-APR-18 04.48.25.357000 PM
Industrial	2 01I000828	180630	2017	995924	Qualifying Storm Event	DP-2	Effluent Monitoring		37.87168	-122.30277	2354007	03/14/2018	11:45	03/14/2018	11:00	Total Suspended Solids (TSS)	=	280	mg/L	A2540D	4	5			Seth Watkins	13-APR-18 04.48.25.357000 PM
Industrial	2 01I000828	180630	2017	995924	Qualifying Storm Event	DP-1	Effluent Monitoring		37.87161	-122.3031	2354004	03/14/2018	09:50	03/14/2018	06:30	Zinc, Total	=	.072	mg/L	E200.8	.00076	.01			Seth Watkins	13-APR-18 04.48.25.357000 PM
Industrial	2 01I000828	180630	2017	995924	Qualifying Storm Event	DP-1	Effluent Monitoring		37.87161	-122.3031	2354004	03/14/2018	09:50	03/14/2018	06:30	Mercury, Total	ND		ug/L	E245.1	.04	.2			Seth Watkins	13-APR-18 04.48.25.357000 PM
Industrial	2 01I000828	180630	2017	995924	Qualifying Storm Event	DP-1	Effluent Monitoring		37.87161	-122.3031	2354004	03/14/2018	09:50	03/14/2018	06:30	Copper, Total	=	.014	mg/L	E200.8	.00017	.001			Seth Watkins	13-APR-18 04.48.25.357000 PM
Industrial	2 01I000828	180630	2017	995924	Qualifying Storm Event	DP-3	Effluent Monitoring		37.872822	-122.303871	2354010	03/14/2018	14:10	03/14/2018	14:00	Selenium, Total	ND		mg/L	E200.8	.000058	.001			Seth Watkins	13-APR-18 04.48.25.357000 PM
Industrial	2 01I000828	180630	2017	995924	Qualifying Storm Event	DP-3	Effluent Monitoring		37.872822	-122.303871	2354010	03/14/2018	14:10	03/14/2018	14:00	Mercury, Total	ND		ug/L	E245.1	.04	.2			Seth Watkins	13-APR-18 04.48.25.357000 PM
Industrial	2 01I000828	180630	2017	995924	Qualifying Storm Event	DP-3	Effluent Monitoring		37.872822	-122.303871	2354010	03/14/2018	14:10	03/14/2018	14:00	Copper, Total	=	.012	mg/L	E200.8	.00017	.001			Seth Watkins	13-APR-18 04.48.25.357000 PM
Industrial	2 01I000828	180630	2017	995924	Qualifying Storm Event	DP-3	Effluent Monitoring		37.872822	-122.303871	2354010	03/14/2018	14:10	03/14/2018	14:00	Zinc, Total	=	.24	mg/L	E200.8	.0038	.011			Seth Watkins	13-APR-18 04.48.25.357000 PM
Industrial	2 01I000828	180630	2017	995924	Qualifying Storm Event	DP-3	Effluent Monitoring		37.872822	-122.303871	2354010	03/14/2018	14:10	03/14/2018	14:00	Oil and Grease	ND		mg/L	E1664A	1.87	5.49			Seth Watkins	13-APR-18 04.48.25.357000 PM
Industrial	2 01I000828	180630	2017	995924	Qualifying Storm Event	DP-3	Effluent Monitoring		37.872822	-122.303871	2354010	03/14/2018	14:10	03/14/2018	14:00	pH	=	7.3	SU	pH_Field	.1	.1			Seth Watkins	13-APR-18 04.48.25.357000 PM
