PERMIT_TYPE	APP_ID	WDID	STATUS	NOI_PROCESSED_DATE	NOT_EFFECTIVE_DATE	REGION_BOARD	COUNTY	OPERATOR_NAME	FACILITY_NAME	FACILITY_ADDRESS	FACILITY_ADDRESS_2	FACILITY_CITY	FACILITY_STATE	FACILITY_ZIP	FACILITY_LATITUDE	FACILITY_LONGITUDE	FACILITY_COUNTY	FACILITY_CONTACT_FIRST_NAME	FACILITY_CONTACT_LAST_NAME	FACILITY_TITLE	FACILITY_PHONE	FACILITY_EMAIL	FACILITY_TOTAL_SIZE	FACILITY_TOTAL_SIZE_UNIT	FACILITY_AREA_ACTIVITY	FACILITY_AREA_ACTIVITY_UNIT	PERCENT_OF_SITE_IMPERVIOUSNESS	PRIMARY_SIC	SECONDARY_SIC	TERTIARY_SIC	RECEIVING_WATER_NAME	INDIRECTLY	DIRECTLY	CERTIFIER_BY	CERTIFIER_TITLE	CERTIFICATION_DATE	QUESTION_TMDL_ANSWER
Industrial	180893	2 01I010642	Terminated	09/29/1993	03/17/2004	2	Alameda	Fed Ex Ground 	Fed Ex Ground 	725 85th Ave Unit J		Oakland	CA	94621	37.74722	-122.18889	Alameda	RUDDY	Gomez		5105626436		26784	SqFt		 		4215-Courier Services Except by Air			San Leandro Bay						 
Industrial	180894	2 01I010655	Terminated	10/15/1993	01/30/2001	2	Alameda	Alco Iron  Metal Co 	Alco Iron  Metal Co 	1091 Doolittle Dr		San Leandro	CA	94577	37.71635	-122.18722	Alameda	Kem	Kantor		510-562-1107	kemkantor@alcometals.com	7	Acres	7	Acres	5	5015-Motor Vehicle Parts, Used	5093-Scrap and Waste Materials		Oakland Estuary						 
Industrial	180895	2 01I010662	Terminated	10/15/1993		2	Alameda	Delta Air Lines Inc 	Delta Air Lines Inc Oakland 	Metro Oakland Internationala P		Oakland	CA	94621			Alameda	Alex	Schubert		5104308970		10890	SqFt		 		4512-Air Transportation, Scheduled			San Francisco Bay						 
Industrial	180896	2 01I010672	Terminated	10/15/1993	01/25/2011	2	Alameda	Mercury Technologies Intl	Mercury Technologies Inter 	30677 Huntwood Ave		Hayward	CA	94544	37.61729	-122.0548	Alameda	Charles	Landmesser		510-429-1129	clandmesser@aercrecycling.com	12000	SqFt		 	28	2819-Industrial Inorganic Chemicals, NEC			Sulfur Creek						 
Industrial	180897	2 01I010683	Terminated	10/20/1993	01/28/2011	2	Alameda	New United Motors 	New United Motors 	45500 Fremont Blvd		Fremont	CA	94538	37.49688	-121.94832	Alameda	Nate	Spears		510-498-5798	tsinclair@nummi.com	211	Acres		 		3711-Motor Vehicles and Passenger Car Bodies			Laguna Creek A Tributary						 
Industrial	180898	2 01I010697	Terminated	11/03/1993	04/25/2002	2	Alameda	Merchants Texas Inc	Merchants   CA 	1755 Aurora Dr		San Leandro	CA	94577	37.70835	-122.18892	Alameda	Ken	Mossman		510-357-8100		5	Acres		 		4212-Local Trucking Without Storage	4213-Trucking, Except Local		San Francisco Bay						 
Industrial	180899	2 01I010723	Terminated	11/03/1993	01/07/1999	2	Alameda	Berkeley Farms 	Berkeley Farms 	1400 Doolittle Dr		San Leandro	CA	94577	37.71409	-122.18581	Alameda	Randy	Jensen		510-430-9841		4	Acres		 		4222-Refrigerated Warehousing and Storage			San Francisco Bay						 
Industrial	180900	2 01I010724	Terminated	11/03/1993	01/05/2000	2	Alameda	Berkeley Farms 	Berkeley Farms 	4550 San Pablo Ave		Emeryville	CA	94608	37.83537	-122.2812	Alameda	Bob	Jones		510-420-5617		3	Acres		 		2026-Fluid Milk	4222-Refrigerated Warehousing and Storage		San Francisco Bay						 
Industrial	180901	2 01I010758	Terminated	11/17/1993	08/31/2017	2	Alameda	California Soda Co	CA Soda Co 	355 Mandela Pkwy		Oakland	CA	94607	37.80323	-122.2943	Alameda	Ron	Hinck	President	510-444-6217	calsoda@gmail.com	19000	SqFt	19000	Sqft	99	2841-Soaps and Other Detergents, Except Speciality Cleaners	2899-Chemicals and Chemical Preparations, NEC	2819-Industrial Inorganic Chemicals, NEC	Oakland Inner Harbor	Y	N	Ron Hinck	President	26-JAN-15 09.22.18.248000 AM	 
Industrial	180902	2 01I010767	Terminated	12/01/1993	07/31/2004	2		DAVIS WIRE CORPORATION	DAVIS WIRE CORPORATION	31775 HAYMAN		Hayward	CA	94544	37.61004	-122.04506		Felipe	Munoz		510-441-6096	fmunoz@daviswire.com	135	Acres		 		3315-Steel Wiredrawing and Steel Nails and Spikes			San Francisco Bay						 
Industrial	180904	2 01I010788	Terminated	12/08/1993	12/07/2007	2	Alameda	Khalid Ruhullah 	Sanmina Plant 5 	4220 Business Center Dr		Fremont	CA	94538	37.50603	-121.95314	Alameda	KHALID	Ruhullah		4085572450		2	Acres		 		3672-Printed Circuit Boards			San Francisco County						 
Industrial	180905	2 01I010792	Terminated	12/14/1993	11/22/2004	2	Alameda	Gannett Outdoor 	Gannett Outdoor 	1695 Eastshore Hwy		Berkeley	CA	94710	37.87123	-122.30482	Alameda	Joseph	Lewis		510-527-3350		88486	SqFt		 		3993-Signs and Advertising Specialties			Berkeley Harbor						 
Industrial	180906	2 01I010810	Terminated	12/21/1993	03/14/2001	2	Alameda	HMT Tech Corp	Hmt Tech Corp 	1220 Page Ave		Fremont	CA	94538	37.46868	-121.92572	Alameda	Kevin	Lloyd		510-490-3100		30000	SqFt		 		3695-Magnetic and Optical Recording Media			San Francisco Bay						 
Industrial	180907	2 01I010834	Terminated	01/04/1994	10/12/2017	2	Alameda	Bay Ship and Yacht Co	Bay Ship  Yacht Co	2900 Main St 2100		Alameda	CA	94501	37.78772	-122.29213	Alameda	Chad	Peddy	EHS Manager	510-337-9122	cpeddy@bay-ship.com	17	Acres	4.7	Acres	0	3731-Ship Building and Repairing	3732-Boat  Building and Repairing		San Francisco Bay	N	Y	Chad Peddy	Environmental Safety and Health Manager	28-JAN-15 01.50.57.644000 PM	 
Industrial	180908	2 01I010865	Active	01/12/1994		2	Alameda	AM  S Transportation Co	A M S Transportation Co	1700 24th		Oakland	CA	94607	37.81963	-122.29105	Alameda	William	Morais	General Manager	510-208-0271	will@amstrans.com	2	Acres	1	Acres	0	4214-Local Trucking with Storage			San Francisco Bay	N	N	Carlo Baltazar	Office Administrator	18-FEB-15 02.23.04.568000 PM	N
Industrial	180909	2 01I010903	Terminated	02/16/1994	03/20/2015	2	Alameda	Cyantek Corp 	Cyantek Corp 	3055 Osgood Ct		Fremont	CA	94539	37.51556	-121.94428	Alameda	Gary	Grossklaus		510-651-3341	gary.grossklaus@omgi.com	16000	SqFt		 	0	2899-Chemicals and Chemical Preparations, NEC			San Francisco Bay						 
Industrial	180910	2 01I010924	Terminated	02/18/1994	11/25/2003	2	Alameda	Photo Milling Inc 	Photo Milling Inc 	2437 Radley Ct		Hayward	CA	94545	37.64782	-122.13854	Alameda	Phil	Burton		510-782-7375		22000	SqFt		 	78	3479-Coating, Engraving, and Allied Services, NEC			San Francisco Bay						 
Industrial	180911	2 01I010956	Terminated	03/09/1994	07/19/2007	2	Alameda	Simpson Strong Tie Co Inc 	Simpson Strong Tie Co Inc 	1450 Doolittle Dr		San Leandro	CA	94577	37.71351	-122.18555	Alameda	Chris	Altomare		209-944-1042		446122	SqFt		 		3316-Cold-Rolled Steel Sheet, Strip, and Bars			San Francisco Bay						 
Industrial	180912	2 01I010972	Terminated	03/23/1994	10/30/2001	2	Alameda	Pioneer Packing 	Pioneer Packing 	1025 98th Ave		Oakland	CA	94603	37.74104	-122.17729	Alameda	PEGGY	Fowler		5106357702		2	Acres		 		2653-Corrugated and Solid Fiber Boxes	2449-Wood Containers, NEC								 
Industrial	180913	2 01I010977	Active	04/01/1994		2	Alameda	Trans Pacific Container	TraPac Container Terminal Oakland	2800 7th St		Oakland	CA	94607	37.80814	-122.3207	Alameda	Dan	Elwood	Facilities Mgr	510-286-8647	oak.environmental@trapac.com	115	Acres	4.32	Acres	100	4412-Deep Sea Foreign Transportation of  Freight	4424-Deep Sea Domestic Transportation of Freight		San Francisco Bay		N	John Taylor	94607	10-JUL-25 04.05.33.677000 PM	N
Industrial	180914	2 01I011009	Terminated	05/20/1994	03/23/2007	2	Alameda	Amigo Bag & Lining Co 	Amigo Bag & Lining Co 	1220 47th Ave		Oakland	CA	94601	37.77009	-122.21172	Alameda	MARK	Howe		5102316810		20000	SqFt		 		3089-Plastics Products, NEC									 
Industrial	180915	2 01I011015	Terminated	05/23/1994	11/13/2020	2	Alameda	HTI Tank Wash	HTI Tank Wash	9957 Medford Ave Bldg 11		Oakland	CA	94603	37.73901	-122.17725	Alameda	John	Harkrader	Owner	510-568-2009	cindy@shastalake.net	2	Acres	2	Acres		4213-Trucking, Except Local			Rain Water	Y	N	John Harkrader	Owner	30-JAN-15 12.20.45.062000 PM	N
Industrial	180916	2 01I011020	Terminated	05/26/1994	04/20/2002	2	Alameda	Western Colloid Product Inc	Western Colloid Prod Inc 	700 71st Ave		Oakland	CA	94621	37.75366	-122.19862	Alameda	Hal	Leland		5104300270		6000	SqFt		 	96	2851-Paints, Varnishes, Lacquers, Enamels, and Allied Products			Evaporation			Lizbeth Medina	Office Manager	15-NOV-23 06.47.24.908000 AM	 
Industrial	180917	2 01I011071	Terminated	07/11/1994	09/15/2015	2	Alameda	Hexcel Corp 	Hexcel 	11711 Dublin Blvd		Dublin	CA	94568	37.70055	-121.94055	Alameda	Maureen	 Boyle	Staff Chemist	925-216-0290	Maureen.Boyle@hexcel.com	200000	SqFt	0	Sqft		3083-Laminated Plastics Plate, Sheet, and Profile Shapes			San Francisco Bay	Y	N	Ashley Kessler	EHS Supervisor	15-SEP-15 03.10.51.000000 PM	 
Industrial	180917	2 01NEC000623	Terminated	07/11/1994	05/03/2023	2	Alameda	Hexcel Corp 	Hexcel 	11711 Dublin Blvd		Dublin	CA	94568	37.70055	-121.94055	Alameda	Maureen	 Boyle	Staff Chemist	925-216-0290	Maureen.Boyle@hexcel.com	200000	SqFt	0	Sqft		3083-Laminated Plastics Plate, Sheet, and Profile Shapes			San Francisco Bay	Y	N	Ashley Kessler	EHS Supervisor	25-AUG-22 11.52.32.166000 AM	 
Industrial	180918	2 01I011083	Terminated	08/04/1994	10/29/2002	2	Alameda	Pacific Pipe Co	Pac Pipe Co 	2000 Mandela Pkwy		Oakland	CA	94607	37.81519	-122.28973	Alameda	Larry	Jacobs		510-452-0122		274400	SqFt		 		3499-Fabricated Metal Products, NEC			San Francisco Bay						 
Industrial	180919	2 01I011084	Terminated	08/04/1994	03/03/2021	2	Alameda	Aryzta Otis Spunkmeyer Inc	Aryzta Inc	14490 Catalina St		San Leandro	CA	94577	37.69401	-122.1715	Alameda	Kathleen	Walsh		510-678-2684	kathleen.walsh@aryzta.com	3.57	Acres	12000	Sqft	100	2051-Bread and Other Bakery Products, Except Cookies and Crackers	2053-Frozen Bakery Products, Except Bread	2052-Cookies and Crackers	San Francisco Bay	Y	N	Kathleen Walsh	Manufacturing Manager	29-JUN-20 03.33.05.902000 PM	N
Industrial	180920	2 01I011093	Terminated	08/04/1994	10/17/2000	2	Alameda	Walkers Concrete Inc 	Walkers Concrete Inc 	2400 Peralta St		Oakland	CA	94607	37.81833	-122.28834	Alameda	Dave	Bearden		510-452-1663		48600	SqFt		 	67	3273-Ready-Mixed Concrete			San Francisco Bay						 
Industrial	180921	2 01I011098	Active	08/09/1994		2	Alameda	Guadalupe L Chaidez	Phelps Auto Wreckers	2622 Eden Rd		San Leandro	CA	94577	37.71749	-122.19053	Alameda	LUPE	Chaidez		5105694845	lupechaidez@yahoo.com	3	Acres	43567	 		5015-Motor Vehicle Parts, Used			Water Pollution Control Plant	Y	N	Guadalupe Chaidez	owner	21-MAR-20 09.27.18.042000 AM	N
Industrial	180922	2 01I011123	Active	08/18/1994		2	Alameda	Mission Tool Manufacturing CO	MISSION TOOL  MANUFACTURE CO	3440 ARDEN		Hayward	CA	94545	37.62093	-122.10897	Alameda	Carol	Smith	VP	510-782-8383	carols@missiontool.com	22000	SqFt	9000	Sqft		3499-Fabricated Metal Products, NEC			SAN FRANCISCO BAY	Y	N	Carol Smith	procontrol	03-OCT-17 12.25.52.562000 PM	N
Industrial	180924	2 01I011127	Terminated	08/19/1994	01/12/2011	2	Alameda	Anheuser Busch Recycling	Anheuser Busch Recycling Corp 	30900 Huntwood Ave		Hayward	CA	94544	37.61332	-122.05481	Alameda	Baron	Browning		510-471-4776		2	Acres		 	0	5093-Scrap and Waste Materials			Alameda Creek						 
Industrial	180925	2 01I011132	Active	08/24/1994		2	Alameda	West Coast Wire Rope  Rigging	West Coast Wire Rope  Rigging	597 85th Ave		Oakland	CA	94621	37.7431	-122.19159	Alameda	larry	ybarra	Storm Water Admin	510-562-2953	lakeishas@wcwr.com	152981	SqFt	152981	Sqft	10	4213-Trucking, Except Local			Storm System Drain	Y	N	LaKeisha Shurn	Storm Water Admin	10-AUG-15 03.25.18.920000 PM	N
Industrial	180926	2 01I011133	Terminated	08/24/1994	06/30/2002	2	Alameda	Thomas Printing Inks 	Thomas Printing Inks 	44711 S Grimmer Blvd Ste A		Fremont	CA	94538	37.50336	-121.94482	Alameda	BRIAN	Zylka		5106517272		11350	SqFt		 		2893-Printing Ink			South San Francisco Bay						 
Industrial	180927	2 01I011165	Terminated	09/19/1994	06/27/2013	2	Alameda	Lange Trucking Inc 	Lange Trucking Inc 	2226 Campbell St		Oakland	CA	94607	37.8178	-122.29062	Alameda	Bob	Lange		510-836-1105	boblange@langetrucking.net	48000	SqFt		 		4213-Trucking, Except Local			San Francisco Bay						 
Industrial	180928	2 01I011174	Terminated	09/22/1994	08/14/2014	2	Alameda	Southwest Airlines Company	Southwest Airlines Co Oakland	1 Airport Dr		Oakland	CA	94621	37.71251	-122.21318	Alameda	Pete	Turley		510-563-1131	pete.turley@wnco.com	1	Acres		 		4512-Air Transportation, Scheduled	4581-Airports, Flying Fields, and Airport Terminal Services					Tony Walters		30-JUL-10 11.20.24.974000 AM	 
Industrial	180929	2 01I011218	Active	10/17/1994		2	Alameda	Ferma Corp	Ferma Corp	6655 Smith Ave		Newark	CA	94560	37.52279	-122.02029	Alameda	Rosalyn	Ruiz	Manager	650-641-3091	rruiz@fermacorp.com	4	Acres	4	Acres		4212-Local Trucking Without Storage			Alameda Co Water Dist	Y	N	ROSALYN RUIZ	MANAGER	12-JAN-17 02.05.40.890000 PM	N
Industrial	180930	2 01I011270	Active	12/08/1994		2	Alameda	Chemical Compounding Co	Chemical Compounding Co 	791 66th Ave	791 66th Ave.	Oakland	CA	94621	37.75605	-122.20274	Alameda	Bill	Hulsey		510-430-2792	bhulsey@chemicalpounding.com	2	Acres	2	Acres		2899-Chemicals and Chemical Preparations, NEC			San Francisco Bay	N	Y	William Hulsey	President	01-JUN-15 04.56.56.702000 PM	N
Industrial	180931	2 01I011280	Terminated	11/22/1994	02/04/2005	2	Alameda	Airborne Express	DHL Express 	7683 Earhart Rd		Oakland	CA	94621	37.73432	-122.21508	Alameda	Matt	Stine		510-635-9883		159535	SqFt		 	40	4215-Courier Services Except by Air	4513-Air Courier Services		San Francisco Bay						 
Industrial	180932	2 01I011285	Terminated	11/28/1994	04/13/2022	2	Alameda	Lakeside Non Ferrous Metals	Lakeside Non Ferrous Metals 	412 Madison St		Oakland	CA	94607	37.79467	-122.26831	Alameda	Lance	Finkel	President	510-444-5466	copperking@pacbell.net	.5	Acres	.3	Acres	100	5093-Scrap and Waste Materials			Oakland Estuary	Y	N	Lance Finkel	President	15-APR-15 09.34.41.334000 AM	N
Industrial	180933	2 01I011302	Terminated	12/08/1994	06/14/2000	2	Alameda	JE Higgins Lumber Co	J E Higgins Lumber Co 	600 Daggett Ave		Union City	CA	94587	37.59725	-122.01382	Alameda	Matthew	Long		510-471-4900		6	Acres		 		2499-Wood Products, NEC			San Francisco Bay						 
Industrial	180934	2 01I011373	Terminated	01/25/1995	07/19/2007	2	Alameda	Airgas NCN	Airgas Ncn	1588 Doolittle Dr		San Leandro	CA	94577	37.71052	-122.18393	Alameda	Ken	Tretheway		510-297-5928		7	Acres		 	75	2813-Industrial Gases			Oyster Bay						 
Industrial	180935	2 01I011402	Terminated	02/02/1995	04/21/2000	2		VALLEY OIL COMPANY	FLIGHTCRAFT INC	20511 SKYWEST		Hayward	CA	94541	37.6637	-122.12006		Sheldon	Thompson		510-785-5510		247195	SqFt		 		4581-Airports, Flying Fields, and Airport Terminal Services			Sulphur Creek						 
Industrial	180937	2 01I011425	Terminated	02/14/1995		2	Alameda	CNH Global N V	CNH America LLC 	1919 Williams St		San Leandro	CA	94577	37.71172	-122.17395	Alameda	NORMA	Smith		5103512015		215500	SqFt		 	95	4225-General Warehousing and Storage			San Leandro Bay						 
Industrial	180938	2 01I011428	Terminated	02/16/1995	12/02/2011	2	Alameda	D & H Manufacturing Company	D & H Manufacturing Company	8484 Central Ave		Newark	CA	94560	37.51647	-122.04659	Alameda	Scott	Shimada		510-580-3718	sshimada@dhmfg.com	40000	Acres		 		3599-Industrial and Commercial Machinery and Equipment, NEC			San Francisco Bay						 
Industrial	180939	2 01I011430	Terminated	02/21/1995	05/03/2001	2	Alameda	Pacific Cartage & Warehousing	Pac Cartage & Warehousing 	1065 Whipple Rd		Hayward	CA	94544	37.606	-122.03803	Alameda	Barry	Dearmand		510-487-6026		7	Acres		 		4213-Trucking, Except Local			Alameda Creek To So Approx 1mi	Y					 
Industrial	180940	2 01I011495	Terminated	03/13/1995	01/01/1999	2	Alameda	San Leandro Recycling Inc 	San Leandro Cmnty Recycle 	1990 Marina Blvd		San Leandro	CA	94577	37.70662	-122.17586	Alameda	Andy	Green		510-357-7282		35000	SqFt		 		5093-Scrap and Waste Materials			San Francisco Bay						 
Industrial	180941	2 01I011523	Terminated	04/05/1995	04/03/2004	2	Alameda	Sierra Academy Aeronautics	Sierra Academy   Aeronautics 	PO Box 2429		Oakland	CA	94614			Alameda	JOEL	Tuttle		5105685456					 		4581-Airports, Flying Fields, and Airport Terminal Services									 
Industrial	180942	2 01I011604	Terminated	05/26/1995	04/20/2005	2		N & J Trucking & Equipment Inc	N & J TRUCKING & EQUIPMENT INC	2330 DUNN		Hayward	CA	94545	37.64496	-122.12351		Shirley	Soto		510-887-1060		2	Acres		 		4212-Local Trucking Without Storage			San Francisco Bay						 
Industrial	180944	2 01I011613	Terminated	05/30/1995	06/24/2013	2	Alameda	MBJ Ent Inc	Mbj Ent Inc 	7101 Tassajara Rd		Pleasanton	CA	94588	37.73633	-121.8682	Alameda	D	Bennett R Meadows		925-803-8580		2	Acres		 		4221-Farm Product Warehousing and Storage			Tassajara Creek						 
Industrial	180945	2 01I011614	Active	05/30/1995		2	Alameda	Lawson Drayage Inc 	Lawson Drayage Inc Hayward	3402 Enterprise Ave		Hayward	CA	94545	37.63329	-122.12278	Alameda	Patrick	Lawson	Director	510-785-5100	patrick@lawsoninc.com	4	Acres	2	Acres	100	4214-Local Trucking with Storage			San Francisco Bay, Lower	Y	N	Patrick Lawson	Director	19-FEB-15 03.42.01.849000 PM	N
Industrial	180946	2 01I011634	Terminated	05/30/1995	10/26/2018	2	Alameda	Adhesive Product Inc	Adhesive Product Inc	520 Cleveland Ave		Albany	CA	94710	37.89565	-122.30871	Alameda	Paul	Shattuck		510-526-7616	paul@adhesiveproductsinc.com	2.2	Acres	0	Acres	90	2891-Adhesives and Sealants			El Cerrito Creek	N	Y	Paul Shattuck	President	26-JAN-15 04.22.30.000000 PM	 
Industrial	180946	2 01NEC004674	Active	05/30/1995		2	Alameda	Adhesive Product Inc	Adhesive Product Inc	520 Cleveland Ave		Albany	CA	94710	37.89565	-122.30871	Alameda	Paul	Shattuck		510-526-7616	paul@adhesiveproductsinc.com	2.2	Acres	0	Acres	90	2891-Adhesives and Sealants			El Cerrito Creek	N	Y	Paul Shattuck	President	09-JUL-25 02.33.30.225000 PM	 
Industrial	180947	2 01I011644	Terminated	06/08/1995	08/11/2022	2	Alameda	Containers Unlimited 	Containers Unlimited 	10901 Russet St		Oakland	CA	94603	37.73307	-122.17237	Alameda	Michael	McGuire	Plant Manager	510-887-9277	mike@containersunlimited.com	5.5	Acres	4.3	Acres	50	5093-Scrap and Waste Materials			San Francisco Bay	Y	N	michael mcguire	owner	18-MAY-15 12.27.12.697000 PM	N
Industrial	180948	2 01I011668	Active	06/16/1995		2	Alameda	BFI Waste System of N America	BFI Waste System of N America	42600 Boyce Rd		Fremont	CA	94538	37.50359	-121.98089	Alameda	Joe	 Chu	General Manager	510-354-2420	JChu@republicservices.com	5.4	Acres	4	Acres	92	4212-Local Trucking Without Storage			San Francisco Bay	Y	N	Joshua Mills	Environmental Manager	21-FEB-25 10.18.22.990000 AM	N
Industrial	180949	2 01I011701	Terminated	07/05/1995	07/14/2016	2	Alameda	Camp Parks Reserve Forces Training Area	US Army Garrison Camp Park	Bldg 791 5th St		Dublin	CA	94568	37.71136	-121.90176	Alameda	Michael	Moeller	Facility Contact	831-386-2219	michael.b.moeller.civ@mail.mil	2400	Acres		 		9999-Nonclassifiable Establishments			Alamo Creek	Y	N	Gary Houston		04-JUN-15 10.22.31.274000 AM	 
Industrial	180950	2 01I011801	Active	08/08/1995		2	Alameda	TRI CED COMMUNITY RECYCLING	TRI CED COMMUNITY RECYCLING	33377 WESTERN AVE		Union City	CA	94587	37.59647	-122.0325	Alameda	Barbara	Aro Valle	Payroll Manager	510-471-3850	barovalle@tri-ced.com	4.5	Acres	119520	Sqft	15	5093-Scrap and Waste Materials			DRY CREEK	Y	N	Richard Valle	Administrative Analyst	20-JAN-17 09.33.08.216000 AM	N
Industrial	180951	2 01I011837	Terminated	08/25/1995	09/10/2019	2	Alameda	Core Mark International Inc Hayward	Core Mark International Inc Hayward	31300 Medallion Dr		Hayward	CA	94544	37.60785	-122.05166	Alameda	Don	de la Cruz	Operations Manager	510-487-3000	don,delacruz@core-mark.com	5	Acres	5	Acres	79	4213-Trucking, Except Local			San Francisco Bay	Y	N	Don de la Cruz	Operations Manager	06-AUG-19 12.43.31.999000 PM	 
Industrial	180952	2 01I011850	Terminated	08/30/1995	11/17/1999	2	Alameda	Crain Industries 	Crain Industries 	2451 Polvorosa Dr		San Leandro	CA	94577	37.70937	-122.18832	Alameda	Bud	Silvey		510-357-2600		7	Acres		 	63	3086-Plastics Foam Products			San Francisco Bay						 
Industrial	180953	2 01I011866	Terminated	09/14/1995	01/06/2016	2	Alameda	Cole Brothers Auto Wrecking 	Cole Brothers Auto Wrecking 	1797 12th St		Oakland	CA	94607	37.81253	-122.3002	Alameda	FLOYD	Cole		5104444359		1	Acres		 	30	5015-Motor Vehicle Parts, Used			San Francisco Bay	Y					 
Industrial	180954	2 01I011878	Terminated	09/21/1995	06/21/2001	2		mallincrodt baker, inc.	mallincrodt baker, inc.	995 zephyr street		Hayward	CA					Marcy	Matlosz		908-859-9420		220490	SqFt		 	100	4213-Trucking, Except Local									 
Industrial	180956	2 01I011884	Terminated	09/21/1995	01/06/2000	2	Alameda	Tali, Kamran 	Decker Truck Parts 	10900 Edes Ave		Oakland	CA	94603	37.731	-122.1757	Alameda	Kamran	Tali		510-568-6000		2	Acres		 		5015-Motor Vehicle Parts, Used			San Francisco Bay						 
Industrial	180957	2 01I011908	Active	10/03/1995		2	Alameda	SIMS METAL Management 	SMM Hayward	30104 Industrial Pkwy SW		Hayward	CA	94544	37.61067	-122.0669	Alameda	Marshaun	Dyer	Operations Manager	510400-4677	Marshaun.Dyer@simsmm.com	4	Acres	3.5	Acres	90	5093-Scrap and Waste Materials			Alameda Flood Control Channel	Y	N	Kyle Mills	SHECS Director	16-SEP-22 02.53.34.586000 PM	N
Industrial	180959	2 01I011947	Terminated	10/26/1995	10/17/2000	2	Alameda	Alliant Food Service	Alliant Food Ser 	300 Lawrence Dr		Livermore	CA	94551	37.71299	-121.70808	Alameda	Charles	F Brown	Iii	925-606-3560		19	Acres		 		4222-Refrigerated Warehousing and Storage	4225-General Warehousing and Storage								 
Industrial	180960	2 01I011956	Terminated	10/26/1995	08/15/2000	2	Alameda	Panther Line Inc 	Panther Line Inc 	23541 Eichler St		Hayward	CA	94545	37.64103	-122.12678	Alameda	Kenneth	C Wulbers		510-293-1000					 		4231-Terminal and Joint Terminal Maintenance Facilities for Motor Freight Transportation									 
Industrial	180961	2 01I012002	Terminated	11/29/1995	03/10/2021	2	Alameda	Hanson Aggregates 	Mission Valley Rock 	7999 Athenour Way		Sunol	CA	94586	37.5759	-121.88015	Alameda	Seth	Watkins	Plant Manager	925-785-0085	Seth.Watkins@Lehighhanson.com	313.1	Acres	313	Acres		1442-Construction Sand and Gravel	2951-Asphalt Paving Mixtures and Blocks	3273-Ready-Mixed Concrete	Alameda Creek	N	Y	Thorsten Rotter	General Manager	21-SEP-17 08.51.39.040000 PM	N
Industrial	180962	2 01I012009	Terminated	12/01/1995	08/07/2000	2	Alameda	Vecta Transportation Systems	Vecta Trans Systems 	651 Sandoval Way		Hayward	CA	94544	37.62158	-122.05209	Alameda	Nathan	Guinn		510-429-3890		6	Acres		 	45	4213-Trucking, Except Local			San Francisco Bay						 
Industrial	180963	2 01I012122	Terminated	01/31/1996	10/26/2000	2	Alameda	Tidewater Sand Gravel 	Tidewater Sand Gravel 	4501 Tidewater Ave		Oakland	CA	94601	37.7643	-122.22222	Alameda	James	Peterson		800-374-6610	jampeterson@na.ko.com	44	Acres		 	100	1442-Construction Sand and Gravel			Oakland Estuary						 
Industrial	180964	2 01I012129	Terminated	02/02/1996	12/07/2010	2	Alameda	63d Regional Support Command	AMSA 85 Heroic War Dead USARC	Oakland Army Base		Oakland	CA	94519			Alameda	J	Stephen Volk		925-688-1943	john.s.volk@usar.army.mil	4	Acres		 	1	4231-Terminal and Joint Terminal Maintenance Facilities for Motor Freight Transportation			San Francisco Bay			Alexander Brady	Compliance Branch	29-DEC-21 11.43.31.308000 AM	 
Industrial	180965	2 01I012136	Terminated	02/07/1996	03/06/2014	2	Alameda	Advanced Anodize 	Advanced Anodize 	38200 Cedar Blvd		Newark	CA	94560	37.534	-122.0129	Alameda	Phillip	L Dunne		510-494-7979	advaninc@aol.com	9850	SqFt		 	100	3471-Electroplating, Plating, Polishing, Anodizing, and Coloring			Union Sanitary District						 
Industrial	180966	2 01I012185	Active	03/01/1996		2	Alameda	Rock  Roll Auto Recycling 	Rock  Roll Auto Recycling 	3908 Old Santa Rita Rd		Pleasanton	CA	94588	37.69982	-121.8788	Alameda	Christina	Fakiri	Member	925-224-9944	christina@rockandrollautoparts.com	1	Acres	1	Acres		5015-Motor Vehicle Parts, Used	5015-Motor Vehicle Parts, Used		San Francisco Bay	Y	N	Suzanne Luther	V.P.	17-MAR-15 01.08.24.094000 PM	N
Industrial	180967	2 01I012193	Terminated	03/05/1996	06/22/2001	2	Alameda	Kellys Truck Repair	Kelly S Truck Repair 	495 Hester St		San Leandro	CA	94577	37.72122	-122.1895	Alameda	Kelly	Green		510-655-9090		2	Acres		 		4213-Trucking, Except Local			San Francisco Bay						 
Industrial	180968	2 01I012218	Terminated	03/25/1996	01/07/2025	2	Alameda	Quality Transport Inc	Quality Trans 	45051 Industrial Dr		Fremont	CA	94538	37.49768	-121.95119	Alameda	Michael	Paras	Safety and Compliance Manager	510-657-4267	mparas@qatp-trh.com	7	Acres	6	Acres	75	4226-Special Warehousing and Storage, NEC			San Francisco Bay		N	Lee Schorno	President	26-JUN-15 04.30.49.744000 PM	N
